ID,Category,Subcategory,Organization Name,Phone,Email,Address,City,State,Zip,Website,Keywords,Description,Source
cb3b980b-2b98-48be-9905-7837a7ea2805,Social Services,General Counseling Services,NORTH TEXAS AREA COMMUNITY HEALTH CENTER | SOUTHEAST COMMUNITY HEALTH CENTER | HEALTH/MEDICAL CARE,"817-625-4254 
							Main Phone",rparajuli@ntachc.org,2909 Mitchell Blvd,Fort Worth,TX,76105,http://ntachc.org/,"Social Services, General Counseling Services","Offers adult health, pediatric health, women's health (OB/GYN and STD screening), and behavioral health services.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=NorthTexasAreaCommunityHealthCenterSoutheastCommunityHealthCenterHealthMedicalCare_1208_19_0
a99a905a-e30c-423b-a30f-3c41912e3d6d,Social Services,General Counseling Services,EXCEL CENTER | ARLINGTON,(817) 404-2207,,1011 N Cooper Street,Arlington,TX,76011,http://www.excelcenterarlington.com/,"Social Services, General Counseling Services","The Excel Center was established in Arlington in 2001 as a specialized treatment center for adults 18 and over who have emotional, behavioral and/or chemical dependency concerns. An affiliate of Millwood Hospital, the Excel Center is a short-term, outpatient treatment alternative in a less restrictive environment, offering partial hospitalization and intensive outpatient services in our freestanding outpatient facility.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=EXCELCENTERARLINGTON_19_1208_0
b9a7ec39-f268-46db-a096-354048ee3f9a,Social Services,General Counseling Services,THE EXCEL CENTER OF ARLINGTON,(817) 404-2207,,1111 N Cooper Street,Arlington,TX,76011,https://www.excelcenterarlington.com/,"Social Services, General Counseling Services","The Excel Center of Arlington provides a short-term, outpatient treatment alternative for adults 18 and older, who have psychiatric disorders, substance abuse problems or dual diagnosis.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=TheExcelCenterofArlington_19_1208_0
9d3dfd38-6680-4b5b-8206-5c9274fd0cac,Social Services,General Counseling Services,OPEN ARMS HEALTH CLINIC | CLINIC | HEALTH/MEDICAL CARE,"817-496-1919 
							Main Phone",info@openarmshealthclinic.org,3311 Little Rd,Arlington,TX,76016,http://www.openarmshealthclinic.org/,"Social Services, General Counseling Services","Offers free healthcare services such as health education, chronic disease management (hypertension, diabetes, etc.) as well as non-emergency problems such as sore throats, ear aches and more. Counseling is also offered. Does not provide dental, prenatal care, childhood immunizations or diagnosis/treatment of STDs.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=OpenArmsHealthClinicClinicHealthMedicalCare_1208_19_0
c3f88220-86c0-4dfe-8df5-03e8d4fdffe8,Social Services,General Counseling Services,SOUTHWESTERN BAPTIST THEOLOGICAL SEMINARY | WALSH COUNSELING CENTER,(817) 923-1921 ext 3570,CounselingCenter@swbts.edu,4540 Frazier Avenue,Fort Worth,TX,76115,https://swbts.edu/campus-life/offices/human-resources/biblical-counseling/,"Social Services, General Counseling Services","Walsh Counseling Center is committed to providing counseling that is based on Christian principles in a comfortable, confidential atmosphere with Christian counselors who integrate proven therapeutic skills with a firm Christian belief system. Their program addresses such needs as personal growth, decision-making, values clarification, pre-marital counseling, divorce recovery, marriage and family relationship, grief, life changes, sexual dysfunction, stress management, career guidance, spiritual concerns, guilt, and depression.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=SOUTHWESTERNBAPTISTTHEOLOGICALSEMINARYWALSHCOUNSELINGCENTER_19_1208_0
64a7dccd-c87d-4ea4-93c3-20709bd78fd6,Social Services,General Counseling Services,HUGULEY MEMORIAL MEDICAL CENTER | HUGULEY BEHAVIORAL HEALTH CENTER,(817) 293-9110,huguley-admin@ahss.org,11801 S. Freeway,Fort Worth,TX,76115,http://www.texashealthhuguley.org/,"Social Services, General Counseling Services","Provides a wide variety of behavioral health and substance abuse services, including outpatient counseling, detoxification, and psychiatric case management.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=HUGULEYMEMORIALMEDICALCENTERHUGULEYBEHAVIORALHEALTHCENTER_19_1208_0
313cd7d7-17c2-4e1a-94af-6a569ab97098,Social Services,General Counseling Services,SUNDANCE BEHAVIORAL HEALTHCARE,(817) 222-9191,HELP@SUNBHC.COM,2707 Airport Freeway,Fort Worth,TX,76111,http://www.sundancehealthcare.com/,"Social Services, General Counseling Services","Outpatient program for children ages 5 to 18 years and their families. Programs address eating disorders, aggressive behavior, anxiety, depression, Bipolar Disorder, sexual abuse, self-injury, family conflict, grief and loss, suicidal thoughts, school problems, ADHD and dual diagnosis.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=SUNDANCEBEHAVIORALHEALTHCARE_19_1208_0
f782d18f-28fd-4aa9-91c5-80a8a87ee55d,Social Services,General Counseling Services,TEXAS HEALTH HUGULEY CENTER FORT WORTH SOUTH | FORT WORTH SOUTH OFFICE | BEHAVIORAL HEALTH CARE,"817-568-5950 
							Main Phone",THRBehavioralHealth@texashealth.org,11801 S Fwy,Burleson,TX,76028,http://www.texashealthhuguley.org/hospital-and-emergency-rooms/texas-health-huguley-hospital-fort-worth-south/behavioral-health,"Social Services, General Counseling Services","Offers inpatient care for crisis stabilization of psychiatric and substance use disorders. Provides outpatient services, including nursing and physician care, counseling, and education in a group setting.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=TexasHealthHuguleyCenterFortWorthSouthFortWorthSouthOfficeBehavioralHealthCare_1208_19_0
12c1a742-45c7-4fe4-a67b-ea51f9d39c3c,Social Services,General Counseling Services,TCU PASTORAL CARE CENTER,(817) 257-7573,,2828 W Lowden Street,Fort Worth,TX,76109,https://brite.edu/,"Social Services, General Counseling Services",General Counseling for individuals and groups.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=TCUPASTORALCARECENTER_19_1208_0
ef25cc27-337f-4624-9633-a000643a9cbb,Social Services,General Counseling Services,EXCEL CENTER | FORT WORTH,(817) 335-6429,,1220 W Presidio Street,Fort Worth,TX,76102,http://www.excelcenterfortworth.com/,"Social Services, General Counseling Services","The Excel Centers provide a short-term, outpatient treatment alternative for all ages: school aged children through adulthood, with psychiatric disorders, chemical dependency problems or dual diagnoses. The programs offer a structured, intensive, individually tailored opportunity to strengthen daily functioning. The Excel Centers incorporate the latest research in mental health and chemical dependency and use the therapeutic techniques and skills adopted from Cognitive Behavioral Therapy, Solution-focused therapy and Motivational Interviewing.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=EXCELCENTERFORTWORTH_19_1208_0
261303c3-b5fe-4059-bd8a-36121ba18915,Social Services,General Counseling Services,TEXAS HEALTH HUGULEY CENTER FORT WORTH SOUTH | FORT WORTH SOUTH OFFICE | HOSPITAL SERVICES,"817-293-9110 
							Main Phone",,11801 S Fwy,Burleson,TX,76028,http://www.texashealthhuguley.org/,"Social Services, General Counseling Services","Provides 24-hour physician-staffed emergency service, medical services, and behavioral health services.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=TexasHealthHuguleyCenterFortWorthSouthFortWorthSouthOfficeHospitalServices_1208_19_0
1948ab49-a73a-41e3-ad19-a150e3808627,Social Services,General Counseling Services,THE EXCEL CENTER OF FORT WORTH,(817) 335-6429,,1220 W Presidio Street,Fort Worth,TX,76102,http://www.excelcenterfortworth.com/,"Social Services, General Counseling Services",Offers partial hospitalization and intensive outpatient programs for children and adolescents who need mental health and/or chemical dependency care.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=TheExcelCenterofFortWorth_19_1208_0
ff037d12-e629-4e03-bf73-d78080c2c6e5,Social Services,General Counseling Services,"WOMENS CENTER OF TARRANT COUNTY, THE | FORT WORTH OFFICE | COUNSELING SERVICES","817-927-4040 
							Main Phone",info@womenscentertc.org,1723 Hemphill Street,Fort Worth,TX,76110,https://www.womenscentertc.org/programs/general-counseling/,"Social Services, General Counseling Services","Provides counseling and case management services which include, information and referral, emotional support and advocacy.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=WomensCenterofTarrantCountyTheFortWorthOfficeCounselingServices_1208_19_0
9d112e0a-280b-4ef3-b23f-3f72ecbc7e3f,Social Services,General Counseling Services,"TURNIPSEED, KEVIN, LPC",(817) 592-8216,,,,,,https://www.psychologytoday.com/us/therapists/j-kevin-turnipseed-bluff-dale-tx/225990,"Social Services, General Counseling Services","Provides individual, family and marriage counseling.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=TURNIPSEEDKEVINLPC_19_1208_0
a854dcc3-9602-4b7a-8b32-602fd31de9cb,Social Services,General Counseling Services,PSP PROFESSIONAL SERVICES,(817) 626-6401,,2831 Ellis Avenue,Fort Worth,TX,76106,http://www.pspcounseling.com/,"Social Services, General Counseling Services","The counselors at PSP Professional Services Inc. are committed to helping you and your family with issues that may become to difficult to handle alone. We provide counseling services to children, adolescents and adults. Our counselors provide services in individual, group or family settings.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=PSPPROFESSIONALSERVICES_19_1208_0
